Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
keycloak-config-cli,de.adorsys.keycloak.config.provider,KeycloakImportProviderIT,shouldFailOnInvalidFile,Long Statement,"The length of the statement ""assertThat(exception.getMessage()`is(""Unable to proceed resource 'URL [file:invalid]': invalid (No such file or directory)""));"" is 126.",244
keycloak-config-cli,de.adorsys.keycloak.config.provider,KeycloakImportProviderIT,shouldReadRemoteFile,Long Statement,"The length of the statement ""assertThat(keycloakImport.getRealmImports().get(location).keySet()`contains(matchesPattern("".+/0_create_realm\\.json$"")));"" is 122.",251
keycloak-config-cli,de.adorsys.keycloak.config.provider,KeycloakImportProviderIT,shouldReadRemoteFilesFromZipArchive,Long Statement,"The length of the statement ""assertThat(keycloakImport.getRealmImports().get(location).keySet()`contains(matchesPattern("".+/0_create_realm\\.json$"")`matchesPattern("".+/1_update_realm\\.json$"")`matchesPattern("".+/2_update_realm\\.json$"")`matchesPattern("".+/3_update_realm\\.json$"")`matchesPattern("".+/4_update_realm\\.json$"")`matchesPattern("".+/5_update_realm\\.json$"")));"" is 342.",264
keycloak-config-cli,de.adorsys.keycloak.config.provider,KeycloakImportProviderIT,shouldReadRemoteFileUsingBasicAuth,Long Statement,"The length of the statement ""mockServerClient.when(request().withHeaders(header(""Authorization""`""Basic dXNlcjpwYXNzd29yZA==""))).respond(this::mockServerResponse);"" is 133.",282
keycloak-config-cli,de.adorsys.keycloak.config.provider,KeycloakImportProviderIT,shouldReadRemoteFileUsingBasicAuth,Long Statement,"The length of the statement ""assertThat(keycloakImport.getRealmImports().get(location).keySet()`contains(matchesPattern(""http://\\*\\*\\*@.+/0_create_realm\\.json$"")));"" is 139.",282
keycloak-config-cli,de.adorsys.keycloak.config.provider,KeycloakImportProviderIT,shouldReadRemoteFileAndIgnoreIncompleteBasicAuth,Long Statement,"The length of the statement ""assertThat(keycloakImport.getRealmImports().get(location).keySet()`contains(matchesPattern("".+/0_create_realm\\.json$"")));"" is 122.",300
keycloak-config-cli,de.adorsys.keycloak.config.provider,KeycloakImportProviderIT,mockServerResponse,Long Statement,"The length of the statement ""return response().withBody(IOUtils.toByteArray(new ClassPathResource(""import-files"" + request.getPath().getValue()).getInputStream()));"" is 135.",382
keycloak-config-cli,de.adorsys.keycloak.config.provider,KeycloakImportProviderIT,mockServerAuthorizationRequiredResponse,Magic Number,The method contains a magic number: 401,392
keycloak-config-cli,de.adorsys.keycloak.config.repository,AuthenticationFlowRepository,createTopLevel,Long Statement,"The length of the statement ""String errorMessage=String.format(""Cannot create top-level-flow '%s' in realm '%s': %s""`flow.getAlias()`realmName`ResponseUtil.getErrorMessage(error));"" is 151.",82
keycloak-config-cli,de.adorsys.keycloak.config.repository,AuthenticationFlowRepository,delete,Long Statement,"The length of the statement ""throw new ImportProcessingException(String.format(""Error occurred while trying to delete top-level-flow by id '%s' in realm '%s'""`flow`realmName)`e);"" is 149.",128
keycloak-config-cli,de.adorsys.keycloak.config.repository,AuthenticationFlowRepository,searchSubFlow,Long Statement,"The length of the statement ""logger.trace(""Search non-top-level-flow '{}' in realm '{}' and top-level-flow '{}'""`subFlowAlias`realmName`topLevelFlowAlias);"" is 126.",166
keycloak-config-cli,de.adorsys.keycloak.config.repository,AuthenticationFlowRepository,searchSubFlow,Long Statement,"The length of the statement ""return flowsResource.getExecutions(topLevelFlowAlias).stream().filter(flow -> Objects.equals(flow.getDisplayName()`subFlowAlias)).findFirst();"" is 142.",166
keycloak-config-cli,de.adorsys.keycloak.config.repository,AuthenticatorConfigRepository,getConfigsByAlias,Long Statement,"The length of the statement ""return realmExport.getAuthenticatorConfig().stream().filter(flow -> Objects.equals(flow.getAlias()`alias)).collect(Collectors.toList());"" is 136.",47
keycloak-config-cli,de.adorsys.keycloak.config.repository,AuthenticatorConfigRepository,create,Long Identifier,The length of the parameter authenticatorConfigRepresentation is 33.,60
keycloak-config-cli,de.adorsys.keycloak.config.repository,AuthenticatorConfigRepository,update,Long Identifier,The length of the parameter authenticatorConfigRepresentation is 33.,69
keycloak-config-cli,de.adorsys.keycloak.config.repository,ClientRepository,searchByName,Long Statement,"The length of the statement ""Optional<ClientRepresentation> foundClients=realmRepository.getResource(realmName).partialExport(false`true).getClients().stream().filter(client -> Objects.equals(name`client.getName())).findAny();"" is 197.",72
keycloak-config-cli,de.adorsys.keycloak.config.repository,ClientRepository,create,Long Statement,"The length of the statement ""throw new ImportProcessingException(String.format(""Cannot create client '%s' in realm '%s': %s""`client.getClientId()`realmName`errorMessage)`error);"" is 148.",116
keycloak-config-cli,de.adorsys.keycloak.config.repository,ClientScopeRepository,removeProtocolMappers,Long Statement,"The length of the statement ""List<ProtocolMapperRepresentation> protocolMapperToRemove=existingProtocolMappers.stream().filter(em -> protocolMappers.stream().anyMatch(m -> Objects.equals(m.getName()`em.getName()))).collect(Collectors.toList());"" is 215.",108
keycloak-config-cli,de.adorsys.keycloak.config.repository,ClientScopeRepository,updateProtocolMappers,Long Statement,"The length of the statement ""throw new ImportProcessingException(String.format(""Cannot update protocolMapper '%s' for clientScope '%s' in realm '%s': %s""`protocolMapper.getName()`clientScopeResource.toRepresentation().getName()`realmName`errorMessage)`error);"" is 230.",124
keycloak-config-cli,de.adorsys.keycloak.config.repository,ComponentRepository,create,Long Statement,"The length of the statement ""throw new ImportProcessingException(String.format(""Cannot create component '%s' in realm '%s': %s""`component.getName()`realmName`errorMessage)`error);"" is 150.",51
keycloak-config-cli,de.adorsys.keycloak.config.repository,ComponentRepository,search,Long Parameter List,The method has 5 parameters. ,108
keycloak-config-cli,de.adorsys.keycloak.config.repository,ExecutionFlowRepository,getExecutionFlowsByAlias,Long Statement,"The length of the statement ""List<AuthenticationExecutionInfoRepresentation> executions=searchByAlias(realmName`topLevelFlowAlias`execution.getAuthenticator()`execution.getFlowAlias());"" is 156.",55
keycloak-config-cli,de.adorsys.keycloak.config.repository,ExecutionFlowRepository,getExecutionFlowsByAlias,Long Statement,"The length of the statement ""throw new KeycloakRepositoryException(""Cannot find stored execution by authenticator '%s%s' in top-level flow '%s' in realm '%s'""`execution.getAuthenticator()`withSubFlow`topLevelFlowAlias`realmName);"" is 200.",55
keycloak-config-cli,de.adorsys.keycloak.config.repository,ExecutionFlowRepository,updateExecutionFlow,Long Statement,"The length of the statement ""logger.trace(""Update non-top-level-flow '{}' from realm '{}' and top-level-flow '{}'""`executionFlowToUpdate.getAlias()`realmName`flowAlias);"" is 140.",93
keycloak-config-cli,de.adorsys.keycloak.config.repository,ExecutionFlowRepository,createTopLevelFlowExecution,Long Statement,"The length of the statement ""logger.trace(""Create flow-execution '{}' in realm '{}' and top-level-flow '{}'...""`executionToCreate.getAuthenticator()`realmName`executionToCreate.getParentFlow());"" is 165.",105
keycloak-config-cli,de.adorsys.keycloak.config.repository,ExecutionFlowRepository,createTopLevelFlowExecution,Long Statement,"The length of the statement ""AuthenticationFlowRepresentation parentFlow=authenticationFlowRepository.getFlowById(realmName`executionToCreate.getParentFlow());"" is 130.",105
keycloak-config-cli,de.adorsys.keycloak.config.repository,ExecutionFlowRepository,createTopLevelFlowExecution,Long Statement,"The length of the statement ""throw new ImportProcessingException(String.format(""Cannot create execution-flow '%s' for top-level-flow '%s' in realm '%s'""`executionToCreate.getAuthenticator()`parentFlow.getAlias()`realmName)`error);"" is 201.",105
keycloak-config-cli,de.adorsys.keycloak.config.repository,ExecutionFlowRepository,searchByAlias,Long Statement,"The length of the statement ""return getExecutionsByAuthFlow(realmName`topLevelFlowAlias).stream().filter(f -> Objects.equals(f.getProviderId()`executionProviderId)).filter(f -> {"" is 149.",146
keycloak-config-cli,de.adorsys.keycloak.config.repository,GroupRepository,getSubGroupByName,Long Statement,"The length of the statement ""return existingGroup.getSubGroups().stream().filter(subgroup -> Objects.equals(subgroup.getName()`name)).findFirst().orElse(null);"" is 130.",113
keycloak-config-cli,de.adorsys.keycloak.config.repository,GroupRepository,addRealmRoles,Long Statement,"The length of the statement ""List<RoleRepresentation> existingRealmRoles=roleNames.stream().map(realmRole -> roleRepository.getRealmRole(realmName`realmRole)).collect(Collectors.toList());"" is 159.",123
keycloak-config-cli,de.adorsys.keycloak.config.repository,GroupRepository,removeRealmRoles,Long Statement,"The length of the statement ""List<RoleRepresentation> existingRealmRoles=roleNames.stream().map(realmRole -> roleRepository.getRealmRole(realmName`realmRole)).collect(Collectors.toList());"" is 159.",135
keycloak-config-cli,de.adorsys.keycloak.config.repository,IdentityProviderMapperRepository,search,Long Statement,"The length of the statement ""List<IdentityProviderMapperRepresentation> identityProviderMappers=realmRepository.get(realmName).getIdentityProviderMappers();"" is 127.",48
keycloak-config-cli,de.adorsys.keycloak.config.repository,IdentityProviderMapperRepository,search,Long Statement,"The length of the statement ""return identityProviderMappers.stream().filter(m -> Objects.equals(m.getName()`name) && Objects.equals(m.getIdentityProviderAlias()`identityProviderAlias)).findFirst();"" is 168.",48
keycloak-config-cli,de.adorsys.keycloak.config.repository,IdentityProviderMapperRepository,create,Long Statement,"The length of the statement ""IdentityProviderResource resource=realmRepository.getResource(realmName).identityProviders().get(identityProviderMapper.getIdentityProviderAlias());"" is 148.",80
keycloak-config-cli,de.adorsys.keycloak.config.repository,IdentityProviderMapperRepository,update,Long Identifier,The length of the parameter identityProviderMapperToUpdate is 30.,90
keycloak-config-cli,de.adorsys.keycloak.config.repository,IdentityProviderMapperRepository,update,Long Statement,"The length of the statement ""identityProvidersResource.get(identityProviderMapperToUpdate.getIdentityProviderAlias()).update(identityProviderMapperToUpdate.getId()`identityProviderMapperToUpdate);"" is 167.",90
keycloak-config-cli,de.adorsys.keycloak.config.repository,IdentityProviderMapperRepository,delete,Long Identifier,The length of the parameter identityProviderMapperToDelete is 30.,99
keycloak-config-cli,de.adorsys.keycloak.config.repository,IdentityProviderRepository,update,Long Statement,"The length of the statement ""IdentityProviderResource identityProviderResource=realmRepository.getResource(realmName).identityProviders().get(identityProviderToUpdate.getAlias());"" is 150.",84
keycloak-config-cli,de.adorsys.keycloak.config.repository,IdentityProviderRepository,delete,Long Statement,"The length of the statement ""IdentityProviderResource identityProviderResource=realmRepository.getResource(realmName).identityProviders().get(identityProviderToDelete.getInternalId());"" is 155.",92
keycloak-config-cli,de.adorsys.keycloak.config.repository,RealmRepository,create,Long Statement,"The length of the statement ""throw new KeycloakRepositoryException(String.format(""Cannot create realm '%s': %s""`realm.getRealm()`errorMessage)`error);"" is 121.",63
keycloak-config-cli,de.adorsys.keycloak.config.repository,RealmRepository,update,Long Statement,"The length of the statement ""throw new KeycloakRepositoryException(String.format(""Cannot update realm '%s': %s""`realm.getRealm()`errorMessage)`error);"" is 121.",78
keycloak-config-cli,de.adorsys.keycloak.config.repository,RoleCompositeRepository,searchRealmRoleClientComposites,Long Statement,"The length of the statement ""return findClientComposites(realmName`() -> loadRealmRole(realmName`roleName)).entrySet().stream().collect(Collectors.toMap(Map.Entry::getKey`e -> e.getValue().stream().map(RoleRepresentation::getName).collect(Collectors.toList())));"" is 233.",76
keycloak-config-cli,de.adorsys.keycloak.config.repository,RoleCompositeRepository,searchClientRoleClientComposites,Long Statement,"The length of the statement ""return findClientComposites(realmName`() -> loadClientRole(realmName`roleClientId`roleName)).entrySet().stream().collect(Collectors.toMap(Map.Entry::getKey`e -> e.getValue().stream().map(RoleRepresentation::getName).collect(Collectors.toList())));"" is 247.",108
keycloak-config-cli,de.adorsys.keycloak.config.repository,RoleCompositeRepository,addRealmRoleClientComposites,Long Statement,"The length of the statement ""throw new KeycloakRepositoryException(String.format(""Error adding composite roles to realm role '%s': %s""`roleName`e.getMessage())`e);"" is 134.",151
keycloak-config-cli,de.adorsys.keycloak.config.repository,RoleCompositeRepository,addClientRoleClientComposites,Long Parameter List,The method has 5 parameters. ,171
keycloak-config-cli,de.adorsys.keycloak.config.repository,RoleCompositeRepository,addClientRoleClientComposites,Long Statement,"The length of the statement ""throw new KeycloakRepositoryException(String.format(""Error adding composite roles to client role '%s': %s""`roleName`e.getMessage())`e);"" is 135.",171
keycloak-config-cli,de.adorsys.keycloak.config.repository,RoleCompositeRepository,removeClientRoleClientComposites,Long Parameter List,The method has 5 parameters. ,256
keycloak-config-cli,de.adorsys.keycloak.config.repository,RoleCompositeRepository,removeClientRoleClientComposites,Long Statement,"The length of the statement ""removeClientComposites(realmName`compositeClientId`clientRoleNames`() -> loadClientRole(realmName`roleClientId`roleName));"" is 122.",256
keycloak-config-cli,de.adorsys.keycloak.config.repository,RoleCompositeRepository,addRealmComposites,Long Statement,"The length of the statement ""List<RoleRepresentation> realmRoles=realmComposites.stream().map(realmRoleName -> roleRepository.getRealmRole(realmName`realmRoleName)).collect(Collectors.toList());"" is 165.",271
